CanonicalSMILES,InChIKey,UniProtKB
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,HYAFETHFCAUJAY-UHFFFAOYSA-N,P20813
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,YASAKCUCGLMORW-UHFFFAOYSA-N,P20813
CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,GXPHKUHSUJUWKP-UHFFFAOYSA-N,P20813
C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,RWSXRVCMGQZWBV-WDSKDSINSA-N,P20813
CN1CCCC1C2=CN=CC=C2,SNICXCGAKADSCV-JTQLQIEISA-N,P20813
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,UREBDLICKHMUKA-CXSFZGCWSA-N,P20813
CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,FQZYTYWMLGAPFJ-OQKDUQJOSA-K,P20813
C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC4=CC=CC=C43,OUGIDAPQYNCXRA-UHFFFAOYSA-N,P20813
CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C,OHRURASPPZQGQM-GCCNXGTGSA-N,P20813
CCCCCC(C=CC=O)O,JVJFIQYAHPMBBX-FNORWQNLSA-N,P20813
CCNC1=NC(=NC(=N1)Cl)NC(C)C,MXWJVTOOROXGIU-UHFFFAOYSA-N,P20813
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,P20813
C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,DFBKLUNHFCTMDC-PICURKEMSA-N,P20813
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,YVGGHNCTFXOJCH-UHFFFAOYSA-N,P20813
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,CVUGPAFCQJIYDT-UHFFFAOYSA-N,P20813
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,JWBOIMRXGHLCPP-UHFFFAOYSA-N,P20813
C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl,AUGNBQPSMWGAJE-UHFFFAOYSA-N,P20813
CC(=CC(=O)NC)OP(=O)(OC)OC,KRTSDMXIXPKRQR-AATRIKPKSA-N,P20813
CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,KAATUXNTWXVJKI-UHFFFAOYSA-N,P20813
CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,P20813
CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,OWZREIFADZCYQD-NSHGMRRFSA-N,P20813
CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,NYPJDWWKZLNGGM-UHFFFAOYSA-N,P20813
C1=CC(=CC=C1OC2=C(C=C(C=N2)Cl)Cl)OC3=C(C=C(C=N3)Cl)Cl,BAFKRPOFIYPKBQ-UHFFFAOYSA-N,P20813
CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,DDBREPKUVSBGFI-UHFFFAOYSA-N,P20813
CN(CCCC(=O)C1=CN=CC=C1)N=O,FLAQQSHRLBFIEZ-UHFFFAOYSA-N,P20813
CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,NCDNCNXCDXHOMX-XGKFQTDJSA-N,P20813
C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,YFSUTJLHUFNCNZ-UHFFFAOYSA-N,P20813
C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C6C(O6)C(C5O)O)C=C2,DQEPMTIXHXSFOR-UHFFFAOYSA-N,P20813
CC(CC1=CC=CC=C1)N,KWTSXDURSIMDCE-UHFFFAOYSA-N,P20813
CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,P20813
CC(C)C1=C(C(=CC=C1)C(C)C)O,OLBCVFGFOZPWHH-UHFFFAOYSA-N,P20813
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,HTIQEAQVCYTUBX-UHFFFAOYSA-N,P20813
CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,SNPPWIUOZRMYNY-UHFFFAOYSA-N,P20813
C(CN(CCN)[N+](=NO)[O-])N,YNRCBOXEDICOIX-CLFYSBASSA-N,P20813
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N,P20813
C1=CC=C2C(=C1)[N+](=C(N=[N+]2[O-])N)[O-],ORYDPOVDJJZGHQ-UHFFFAOYSA-N,P20813
C(C(F)(F)F)(Cl)Br,BCQZXOMGPXTTIC-UHFFFAOYSA-N,P20813
C1=CC(=CC=C1C2=C(N3C=CSC3=N2)C=NOCC4=CC(=C(C=C4)Cl)Cl)Cl,ZQWBOKJVVYNKTL-AUEPDCJTSA-N,P20813
C1=CON=C1,CTAPFRYPJLPFDF-UHFFFAOYSA-N,P20813
CC12CCCC1C3CCC4CC(CCC4(C3CC2)C)O,DJTOLSNIKJIDFF-LOVVWNRFSA-N,P20813
CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,GMHKMTDVRCWUDX-UHFFFAOYSA-N,P20813
CCOC(=O)C(C1=CC=CC=C1)SP(=S)(OC)OC,XAMUDJHXFNRLCY-UHFFFAOYSA-N,P20813
C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,MBGGBVCUIVRRBF-UHFFFAOYSA-N,P20813
CCCCC(CCCC)(CCCC)C(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)O,KTCHQTXKNXKRDO-OOQKOAPDSA-N,P20813
CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,WVQBLGZPHOPPFO-UHFFFAOYSA-N,P20813
CN(C1=CC=CC=C1)C(=O)COC2=NC3=CC=CC=C3S2,XIGAUIHYSDTJHW-UHFFFAOYSA-N,P20813
C1=CC(=C(C=C1Br)Br)OC2=C(C=CC(=C2)Br)Br,QWVDUBDYUPHNHY-UHFFFAOYSA-N,P20813
C1=CC(=C(C=C1Br)Br)OC2=CC(=C(C=C2Br)Br)Br,WHPVYXDFIXRKLN-UHFFFAOYSA-N,P20813
CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,XCSGPAVHZFQHGE-UHFFFAOYSA-N,P20813
C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,QBYJBZPUGVGKQQ-SJJAEHHWSA-N,P20813
C12C(C(C(C1Cl)Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,OCHOKXCPKDPNQU-FLVMBEMLSA-N,P20813
CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,ZXQYGBMAQZUVMI-UNOMPAQXSA-N,P20813
C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,LHHGDZSESBACKH-UHFFFAOYSA-N,P20813
C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br,XYBSIYMGXVUVGY-UHFFFAOYSA-N,P20813
C(C(F)(F)F)(Cl)Cl,OHMHBGPWCHTMQE-UHFFFAOYSA-N,P20813
CCOC1=CC2=C(C=C1)C(=CC(=O)O2)C(F)(F)F,OLHOIERZAZMHGK-UHFFFAOYSA-N,P20813
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2)Cl)OC3=C(C=C(C=N3)C(F)(F)F)Cl)Cl)F,UISUNVFOGSJSKD-UHFFFAOYSA-N,P20813
CCN(CC)C(=O)C1=CC=CC(=C1)CO,FRZJZRVZZNTMAW-UHFFFAOYSA-N,P20813
CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,QVYRGXJJSLMXQH-UHFFFAOYSA-N,P20813
C1=CC=C(C=C1)COC2=CC3=C(C=C2)N=C4C=CC(=O)C=C4O3,XNZRYTITWLGTJS-UHFFFAOYSA-N,P20813
CC1=C(C=C(C=C1)NC(=O)N(C)C)Cl,JXCGFZXSOMJFOA-UHFFFAOYSA-N,P20813
CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl,NVGOPFQZYCNLDU-UHFFFAOYSA-N,P20813
CC(C)(C1=CC=CC=C1)N2CCCCC2,HORGQLWAZQOQNU-UHFFFAOYSA-N,P20813
C[N+](C)(CCNC1=C2C(=C(C=C1)NCC[N+](C)(C)[O-])C(=O)C3=C(C=CC(=C3C2=O)O)O)[O-],YZBAXVICWUUHGG-UHFFFAOYSA-N,P20813
CC(=CC(=O)O)C=CC=C(C)C=C1CCCC2=CC=CC=C21,PPGNMFUMZSAZCW-VOYUZAMQSA-N,P20813
C(C(=O)N)Cl,VXIVSQZSERGHQP-UHFFFAOYSA-N,P20813
C1CN(P(=O)(OC1)N)CCCl,ROGLJLJCDSTWBN-UHFFFAOYSA-N,P20813
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2)Cl)OC(C(F)F)(F)F)Cl)F,RGNPBRKPHBKNKX-UHFFFAOYSA-N,P20813
CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)CO,AKOAEVOSDHIVFX-UHFFFAOYSA-N,P20813
CC1C(OCC(N1)(C)C)(C2=CC(=CC=C2)Cl)O,RCOBKSKAZMVBHT-TVQRCGJNSA-N,P20813
COC1=C(C=C(C=C1)C(=O)NC2=C(C=NC=C2Cl)Cl)OC3CCCC3,RRRUXBQSQLKHEL-UHFFFAOYSA-N,P20813
CCCC(CC=C)C(=O)O,UMYDNZXEHYSVFY-UHFFFAOYSA-N,P20813
CCCC(CC(C)O)C(=O)O,OASKNPCLIHUTTL-UHFFFAOYSA-N,P20813
CCCC(CCCO)C(=O)O,ZIWBCJXKYKOLJK-UHFFFAOYSA-N,P20813
CC1=CC(=O)C2CC1C2(C)C,DCSCXTJOXBUFGB-UHFFFAOYSA-N,P20813
C1COP(=O)(NC1O)N(CCCl)CCCl,RANONBLIHMVXAJ-UHFFFAOYSA-N,P20813
CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC,SNTQPLDRUZOSDP-UHFFFAOYSA-N,P20813
CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,P20813
CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl,QYMMJNLHFKGANY-UHFFFAOYSA-N,P20813
CCCN(CCC)N=O,YLKFDHTUAUWZPQ-UHFFFAOYSA-N,P20813
CCCCCC(C=CCO)O,ZDHRSPRSUBAAIO-UHFFFAOYSA-N,P20813
CCCCCC(C=CC(=O)O)O,RLNIWODKAMVILO-VOTSOKGWSA-N,P20813
C1=CC(=C(C=C1Br)Cl)O,VIBJPUXLAKVICD-UHFFFAOYSA-N,P20813
CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,YXKTVDFXDRQTKV-HNNXBMFYSA-N,P20813
CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,HAWJXYBZNNRMNO-UHFFFAOYSA-N,P20813
CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,VTNQPKFIQCLBDU-UHFFFAOYSA-N,P20813
COC1=CC=CC2=C1OC3=CC(=C(C(=C3C2=O)O)OC)OC,FFVKXGZKJBHJMS-UHFFFAOYSA-N,P20813
CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,JLQUFIHWVLZVTJ-UHFFFAOYSA-N,P20813
C1CNP(=O)(OC1)NCCCl,DZKGMGPLDJOVCX-UHFFFAOYSA-N,P20813
CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,HKPHPIREJKHECO-UHFFFAOYSA-N,P20813
C1CN1P(=O)(N2CC2)N3CC3,FYAMXEPQQLNQDM-UHFFFAOYSA-N,P20813
COC1=CC=C(C=C1)C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl,BUZUQNXGKRJIJT-UHFFFAOYSA-N,P20813
C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O,MRQIXHXHHPWVIL-UHFFFAOYSA-N,P20813
C1=CC=C2C(C(C=CC2=C1)O)O,QPUHWUSUBHNZCG-UWVGGRQHSA-N,P20813
C1C(C1N)C2=CC=CC=C2,AELCINSCMGFISI-DTWKUNHWSA-N,P20813
C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl,MTKNGOHFNXIVOS-UHFFFAOYSA-N,P20813
COC(=O)C(C1=CC=CC=C1Cl)N2CCC3C(=CC(=O)S3)C2,JBSAZVIMJUOBNB-WUJWULDRSA-N,P20813
CCOC(=O)CCN(C(C)C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,FYZBOYWSHKHDMT-UHFFFAOYSA-N,P20813
CC(C)C1=C(C(=CC=C1)C(C)C)OS(=O)(=O)NC(=O)CC2=C(C=C(C=C2C(C)C)C(C)C)C(C)C,PTQXTEKSNBVPQJ-UHFFFAOYSA-N,P20813
CC1=CCC(=C(C)C)C(=O)CC(=CCC1)C,CAULGCQHVOVVRN-SWZPTJTJSA-N,P20813
CC1=C(C(C(=C(N1)C)C(=O)OC2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,VXMOONUMYLCFJD-DHLKQENFSA-N,P20813
CC(CC1=CC=CC=C1)NCCC#N,IQUFSXIQAFPIMR-UHFFFAOYSA-N,P20813
C1=CC(=C(C(=C1)Cl)NC2=C(C=C(C=C2)O)CC(=O)O)Cl,VNQURRWYKFZKJZ-UHFFFAOYSA-N,P20813
CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,UNAANXDKBXWMLN-UHFFFAOYSA-N,P20813
C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,FGXWKSZFVQUSTL-UHFFFAOYSA-N,P20813
CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,VGKDLMBJGBXTGI-SJCJKPOMSA-N,P20813
CCCCCC1=CC(=C(C(=C1)O)C2C=C(CCC2C(=C)C)C)O,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,P20813
C1CN(P(=O)(OC1)NCCCl)CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N,P20813
CC1=C(N=CN1)CSCCNC(=NC)NC#N,AQIXAKUUQRKLND-UHFFFAOYSA-N,P20813
CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,SUBDBMMJDZJVOS-UHFFFAOYSA-N,P20813
C1CNP(=O)(OC1)N(CCCl)CCCl,CMSMOCZEIVJLDB-UHFFFAOYSA-N,P20813
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,FFGPTBGBLSHEPO-UHFFFAOYSA-N,P20813
C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,CXOFVDLJLONNDW-UHFFFAOYSA-N,P20813
C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,PYZRQGJRPPTADH-UHFFFAOYSA-N,P20813
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,VNFPBHJOKIVQEB-UHFFFAOYSA-N,P20813
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,P20813
CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,JQXXHWHPUNPDRT-WLSIYKJHSA-N,P20813
CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,BLUAFEHZUWYNDE-NNWCWBAJSA-N,P20813
CC1=C(SSC1=S)C2=NC=CN=C2,CKNAQFVBEHDJQV-UHFFFAOYSA-N,P20813
C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC5=C(C4=C3)C=CC(C5O)O,DKAAILWGWGVYES-UHFFFAOYSA-N,P20813
CC1=CCC(CC1=NO)C(=C)C,JOAADLZWSUDMHZ-ZHACJKMWSA-N,P20813
C1=CC=C2C(=C1)C3=C(N2C4=CC=C(C=C4)N)C=NC=C3,CKJBUSARXRFUDR-UHFFFAOYSA-N,P20813
C1=CC(=CC=C1C=CC2=C3C(C(OC3=CC(=C2)O)C4=CC=C(C=C4)O)C5=CC(=CC(=C5)O)O)O,FQWLMRXWKZGLFI-YVYUXZJTSA-N,P20813
C1=CC=C2C(=C1)C3=C(N2)C=NC=C3,AIFRHYZBTHREPW-UHFFFAOYSA-N,P20813
CC(C)C1=CC=C(C=C1)NC(=O)N(C)C,PUIYMUZLKQOUOZ-UHFFFAOYSA-N,P20813
CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,INDBQLZJXZLFIT-UHFFFAOYSA-N,P20813
COC1=CC=CC=C1[N+](=O)[O-],CFBYEGUGFPZCNF-UHFFFAOYSA-N,P20813
CN1C(CCC1=O)C2=CN=CC=C2,UIKROCXWUNQSPJ-VIFPVBQESA-N,P20813
CC(=CCCC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C)C,DBMJZOMNXBSRED-OQLLNIDSSA-N,P20813
C1=CC2=C(C=C1O)OC(=O)C=C2C(F)(F)F,CCKWMCUOHJAVOL-UHFFFAOYSA-N,P20813
C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,XPOQHMRABVBWPR-ZDUSSCGKSA-N,P20813
COC(C(Cl)Cl)(F)F,RFKMCNOHBTXSMU-UHFFFAOYSA-N,P20813
CC1(C2CCC1(C(C2)O)C)C,DTGKSKDOIYIVQL-UHFFFAOYSA-N,P20813
CC(=C)C1CCC(=CC1)C=O,RUMOYJJNUMEFDD-UHFFFAOYSA-N,P20813
CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,BFPYWIDHMRZLRN-SLHNCBLASA-N,P20813
COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,GKTWGGQPFAXNFI-HNNXBMFYSA-N,P20813
CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,DUEPRVBVGDRKAG-UHFFFAOYSA-N,P20813
CCOP(=O)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,OTMOUPHCTWPNSL-UHFFFAOYSA-N,P20813
C(=C(Cl)Cl)(Cl)Cl,CYTYCFOTNPOANT-UHFFFAOYSA-N,P20813
C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,JTJMJGYZQZDUJJ-UHFFFAOYSA-N,P20813
CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,IGWDEVSBEKYORK-UHFFFAOYSA-N,P20813
C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,XJLXINKUBYWONI-NNYOXOHSSA-N,P20813
CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,ULGZDMOVFRHVEP-RWJQBGPGSA-N,P20815
CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF,WMWTYOKRWGGJOA-CENSZEJFSA-N,P20815
C1CN1P(=S)(N2CC2)N3CC3,FOCVUCIESVLUNU-UHFFFAOYSA-N,P20815
CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,GXPHKUHSUJUWKP-UHFFFAOYSA-N,P20815
CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O.Cl,OWLCGJBUTJXNOF-HDNKIUSMSA-N,P20815
C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,RWSXRVCMGQZWBV-WDSKDSINSA-N,P20815
CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,PMATZTZNYRCHOR-CGLBZJNRSA-N,P20815
CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,QJJXYPPXXYFBGM-LFZNUXCKSA-N,P20815
C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,UEJJHQNACJXSKW-UHFFFAOYSA-N,P20815
CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,FQZYTYWMLGAPFJ-OQKDUQJOSA-K,P20815
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,IQPNAANSBPBGFQ-UHFFFAOYSA-N,P20815
CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl,RWQKHEORZBHNRI-BMIGLBTASA-N,P20815
COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,XGALLCVXEZPNRQ-UHFFFAOYSA-N,P20815
CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C,OHRURASPPZQGQM-GCCNXGTGSA-N,P20815
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,P20815
CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,IISBACLAFKSPIT-UHFFFAOYSA-N,P20815
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,P20815
CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,NCDNCNXCDXHOMX-XGKFQTDJSA-N,P20815
CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,ACWBQPMHZXGDFX-QFIPXVFZSA-N,P20815
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,LNEPOXFFQSENCJ-UHFFFAOYSA-N,P20815
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,RAPZEAPATHNIPO-UHFFFAOYSA-N,P20815
CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,QYSXJUFSXHHAJI-YRZJJWOYSA-N,P20815
CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,VJJPUSNTGOMMGY-MRVIYFEKSA-N,P20815
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,OGWKCGZFUXNPDA-CFWMRBGOSA-N,P20815
CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,WVTKBKWTSCPRNU-KYJUHHDHSA-N,P20815
CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl,HDRXZJPWHTXQRI-BHDTVMLSSA-N,P20815
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,HTIQEAQVCYTUBX-UHFFFAOYSA-N,P20815
C(CCl)NC(=O)N(CCCl)N=O,DLGOEMSEDOSKAD-UHFFFAOYSA-N,P20815
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N,P20815
COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,QEVHRUUCFGRFIF-MDEJGZGSSA-N,P20815
CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,TXUZVZSFRXZGTL-QPLCGJKRSA-N,P20815
CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,FMGSKLZLMKYGDP-USOAJAOKSA-N,P20815
C1C2=CN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4F)CO,QHSMEGADRFZVNE-UHFFFAOYSA-N,P20815
COC1=CC2=C(CC3C4C2(CCCC4)CCN3)C=C1,ILNSWVUXAPSPEH-USXIJHARSA-N,P20815
CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4F,ZYISITHKPKHPKG-UHFFFAOYSA-N,P20815
CCN1C=C2CC3C(CC(CN3C)NS(=O)(=O)N(CC)CC)C4=C2C1=CC=C4,ARTRTLXKTHJPRW-ILZDJORESA-N,P20815
CC(=O)NC(CSC(=C(C(=C(Cl)Cl)Cl)Cl)Cl)C(=O)O,HMFZXPFVUQXTHQ-ZPFUWANQSA-N,P20815
CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,JLQUFIHWVLZVTJ-UHFFFAOYSA-N,P20815
C1CNP(=O)(OC1)NCCCl,DZKGMGPLDJOVCX-UHFFFAOYSA-N,P20815
