CanonicalSMILES,InChIKey,UniProtKB
C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,VFMMPHCGEFXGIP-UHFFFAOYSA-N,P51589
C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,RWSXRVCMGQZWBV-WDSKDSINSA-N,P51589
CCCCCC(C=CC=O)O,JVJFIQYAHPMBBX-FNORWQNLSA-N,P51589
CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,ZPUCINDJVBIVPJ-LJISPDSOSA-N,P51589
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,MWWSFMDVAYGXBV-RUELKSSGSA-N,P51589
CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,FJLBFSROUSIWMA-UHFFFAOYSA-N,P51589
CCCCCC(C=CCO)O,ZDHRSPRSUBAAIO-UHFFFAOYSA-N,P51589
CCCCCC(C=CC(=O)O)O,RLNIWODKAMVILO-VOTSOKGWSA-N,P51589
C1C(C1N)C2=CC=CC=C2,AELCINSCMGFISI-DTWKUNHWSA-N,P51589
C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C=C(C=C3)O,LJBQRRQTZUJWRC-UHFFFAOYSA-N,P51589
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,YZXBAPSDXZZRGB-DOFZRALJSA-N,P51589
CC1=C(N=CN1)CSCCNC(=NC)NC#N,AQIXAKUUQRKLND-UHFFFAOYSA-N,P51589
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,P51589
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,GUGOEEXESWIERI-UHFFFAOYSA-N,P51589
CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,MJJALKDDGIKVBE-UHFFFAOYSA-N,P51589
COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,GXDALQBWZGODGZ-UHFFFAOYSA-N,P51589
C(C(C1C(=C(C(=O)O1)O)O)O)O,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,P05108
CN(C)C(=N)N=C(N)N.Cl,OETHQSJEHLVLGH-UHFFFAOYSA-N,P05108
CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,YPHMISFOHDHNIV-FSZOTQKASA-N,P05108
CCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)O)O,KGMBPSVUBJAAEN-HNNXBMFYSA-N,P05108
C1CN(CCN(CCN1CP(=O)(CCC(=O)O)O)CP(=O)(CCC(=O)O)O)CP(=O)(CCC(=O)O)O,YAMHLBFZUOLXGL-UHFFFAOYSA-N,P05108
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,P05108
CCCCCCCCCCCCCC(=O)OC1C(C2(C(C=C(CC3(C2C=C(C3=O)C)O)CO)C4C1(C4(C)C)OC(=O)C)O)C,PHEDXBVPIONUQT-RGYGYFBISA-N,P05108
CN1CCCC1C2=CN=CC=C2,SNICXCGAKADSCV-JTQLQIEISA-N,P05108
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,VOXZDWNPVJITMN-ZBRFXRBCSA-N,P05108
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,RJKFOVLPORLFTN-LEKSSAKUSA-N,P05108
CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,VWUXBMIQPBEWFH-WCCTWKNTSA-N,P05108
Cl[Cd]Cl,YKYOUMDCQGMQQO-UHFFFAOYSA-L,P05108
Cl[Mn]Cl,GLFNIEUTAYBVOC-UHFFFAOYSA-L,P05108
CC1C(OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C,CBGDIJWINPWWJW-IYSWYEEDSA-N,P05108
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,CKAPSXZOOQJIBF-UHFFFAOYSA-N,P05108
CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C,DFBIRQPKNDILPW-CIVMWXNOSA-N,P05108
CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C,OAIJSZIZWZSQBC-GYZMGTAESA-N,P05108
CC1=C(N(N=C1C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C4=CC=C(C=C4)OCCN5CCCCC5,TXLGPGWHIIHRHH-UHFFFAOYSA-N,P05108
CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,OZVBMTJYIDMWIL-AYFBDAFISA-N,P05108
CCNC1=NC(=NC(=N1)Cl)NC(C)C,MXWJVTOOROXGIU-UHFFFAOYSA-N,P05108
C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)O,DVKQVRZMKBDMDH-UUOKFMHZSA-N,P05108
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,P05108
CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O,DJDSLBVSSOQSLW-UHFFFAOYSA-N,P05108
CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,RGLYKWWBQGJZGM-ISLYRVAYSA-N,P05108
CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,IISBACLAFKSPIT-UHFFFAOYSA-N,P05108
CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,MKXKFYHWDHIYRV-UHFFFAOYSA-N,P05108
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,JWBOIMRXGHLCPP-UHFFFAOYSA-N,P05108
C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl,AUGNBQPSMWGAJE-UHFFFAOYSA-N,P05108
CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,P05108
CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,NYPJDWWKZLNGGM-UHFFFAOYSA-N,P05108
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,SNGREZUHAYWORS-UHFFFAOYSA-N,P05108
CC(=O)[O-].CC(=O)[O-].[Pb+2],GUWSLQUAAYEZAF-UHFFFAOYSA-L,P05108
CCC1C(COC1=O)CC2=CN=CN2C.Cl,RNAICSBVACLLGM-GNAZCLTHSA-N,P05108
CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,P05108
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,FBOZXECLQNJBKD-ZDUSSCGKSA-N,P05108
CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,NVKAWKQGWWIWPM-ABEVXSGRSA-N,P05108
CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,LKJPYSCBVHEWIU-UHFFFAOYSA-N,P05108
CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O,OHCQJHSOBUTRHG-KGGHGJDLSA-N,P05108
CCN(CC)N=O,WBNQDOYYEUMPFS-UHFFFAOYSA-N,P05108
CC=C1C(=O)NC(C(C(=O)NC(C(=O)NC(C(C(=O)NC(CCC(=O)N1C)C(=O)O)C)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C)CCCN=C(N)N)C)C(=O)O,IXBQSRWSVIBXNC-HSKGSTCASA-N,P05108
C1=CC=C(C=C1)OP2(=NP(=NP(=N2)(OC3=CC=CC=C3)OC4=CC=CC=C4)(OC5=CC=CC=C5)OC6=CC=CC=C6)OC7=CC=CC=C7,RNFJDJUURJAICM-UHFFFAOYSA-N,P05108
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N,P05108
[As],RQNWIZPPADIBDY-UHFFFAOYSA-N,P05108
C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5,FHYUGAJXYORMHI-UHFFFAOYSA-N,P05108
CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,MGWAVDBGNNKXQV-UHFFFAOYSA-N,P05108
C1=CC(=CC=C1C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl)O,IUGDILGOLSSKNE-UHFFFAOYSA-N,P05108
C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O,WXNRYSGJLQFHBR-UHFFFAOYSA-N,P05108
CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C,FSCWZHGZWWDELK-UHFFFAOYSA-N,P05108
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,ISAVYTVYFVQUDY-UHFFFAOYSA-N,P05108
CCCCCCCCCC1=CC=CC=C1O,SNQQPOLDUKLAAF-UHFFFAOYSA-N,P05108
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C,AEMFNILZOJDQLW-QAGGRKNESA-N,P05108
CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O,DBPWSSGDRRHUNT-CEGNMAFCSA-N,P05108
C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br,XYBSIYMGXVUVGY-UHFFFAOYSA-N,P05108
C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,AUYYCJSJGJYCDS-LBPRGKRZSA-N,P05108
C1=CC(=CC=C1C(C2=CC=C(C=C2)O)(C(F)(F)F)C(F)(F)F)O,ZFVMWEVVKGLCIJ-UHFFFAOYSA-N,P05108
C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,P05108
C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,VVIAGPKUTFNRDU-ABLWVSNPSA-N,P05108
C(=O)(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,CXGONMQFMIYUJR-UHFFFAOYSA-N,P05108
C1CN(CCC1OC(C2=CC=CC=C2)C3=CC=CC=C3)CCCC4=NNN=N4,TZQGXAHOROZEKN-UHFFFAOYSA-N,P05108
COP(=O)(C(C(Cl)(Cl)Cl)O)OC,NFACJZMKEDPNKN-UHFFFAOYSA-N,P05108
CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,ORNBQBCIOKFOEO-QGVNFLHTSA-N,P05108
CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,BGRJTUBHPOOWDU-UHFFFAOYSA-N,P05108
COCCO,XNWFRZJHXBZDAG-UHFFFAOYSA-N,P05108
CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C,MBWXNTAXLNYFJB-LKUDQCMESA-N,P05108
C1=CC=C2C=C(C=CC2=C1)N,JBIJLHTVPXGSAM-UHFFFAOYSA-N,P13584
CC1=CC(=CC=C1)C=O,OVWYEQOVUDKZNU-UHFFFAOYSA-N,P13584
CC1=CC(=CC=C1)CO,JJCKHVUTVOPLBV-UHFFFAOYSA-N,P13584
C=C1C=NC2=CC=CC=C12,BCNUXXXHEIUHJB-UHFFFAOYSA-N,P13584
CC(CCC(=O)C1=COC=C1)O,RJYQLMILDVERHH-UHFFFAOYSA-N,P13584
CC1=CC=CC=C1C2=CC(=C(C=C2)N)C,HSQVHYANHDSFFI-UHFFFAOYSA-N,P13584
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N,P78329
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,P78329
CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,VABCILAOYCMVPS-UHFFFAOYSA-N,P78329
CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,PJVWKTKQMONHTI-UHFFFAOYSA-N,P78329
CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C,MBWXNTAXLNYFJB-LKUDQCMESA-N,P78329
C1COCCN1C2=C(C=C(C=C2)N=CNO)Cl,ZTXADXBIGLLOFX-UHFFFAOYSA-N,P78329
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,HYAFETHFCAUJAY-UHFFFAOYSA-N,P05093
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,YASAKCUCGLMORW-UHFFFAOYSA-N,P05093
CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,GXPHKUHSUJUWKP-UHFFFAOYSA-N,P05093
C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,CDRPUGZCRXZLFL-OWOJBTEDSA-N,P05093
CCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)O)O,KGMBPSVUBJAAEN-HNNXBMFYSA-N,P05093
C1CN(CCN(CCN1CP(=O)(CCC(=O)O)O)CP(=O)(CCC(=O)O)O)CP(=O)(CCC(=O)O)O,YAMHLBFZUOLXGL-UHFFFAOYSA-N,P05093
COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,QFWCYNPOPKQOKV-UHFFFAOYSA-N,P05093
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,P05093
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,VOXZDWNPVJITMN-ZBRFXRBCSA-N,P05093
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,RJKFOVLPORLFTN-LEKSSAKUSA-N,P05093
CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,FQZYTYWMLGAPFJ-OQKDUQJOSA-K,P05093
Cl[Cd]Cl,YKYOUMDCQGMQQO-UHFFFAOYSA-L,P05093
CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,DNXHEGUUPJUMQT-CBZIJGRNSA-N,P05093
CCNC1=NC(=NC(=N1)Cl)NC(C)C,MXWJVTOOROXGIU-UHFFFAOYSA-N,P05093
C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)O,DVKQVRZMKBDMDH-UUOKFMHZSA-N,P05093
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,P05093
CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O,DJDSLBVSSOQSLW-UHFFFAOYSA-N,P05093
CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,RGLYKWWBQGJZGM-ISLYRVAYSA-N,P05093
CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,IISBACLAFKSPIT-UHFFFAOYSA-N,P05093
CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,NYPJDWWKZLNGGM-UHFFFAOYSA-N,P05093
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,SNGREZUHAYWORS-UHFFFAOYSA-N,P05093
CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,P05093
C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)OC2=C(C(=C(C(=C2Br)Br)Br)Br)Br,WHHGLZMJPXIBIX-UHFFFAOYSA-N,P05093
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5,UYIFTLBWAOGQBI-BZDYCCQFSA-N,P05093
O=[Ti]=O,GWEVSGVZZGPLCZ-UHFFFAOYSA-N,P05093
C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,IVOMOUWHDPKRLL-KQYNXXCUSA-N,P05093
CCN(CC)N=O,WBNQDOYYEUMPFS-UHFFFAOYSA-N,P05093
CC=C1C(=O)NC(C(C(=O)NC(C(=O)NC(C(C(=O)NC(CCC(=O)N1C)C(=O)O)C)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C)CCCN=C(N)N)C)C(=O)O,IXBQSRWSVIBXNC-HSKGSTCASA-N,P05093
C1=CC=C(C=C1)OP2(=NP(=NP(=N2)(OC3=CC=CC=C3)OC4=CC=CC=C4)(OC5=CC=CC=C5)OC6=CC=CC=C6)OC7=CC=CC=C7,RNFJDJUURJAICM-UHFFFAOYSA-N,P05093
C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O,GOMNOOKGLZYEJT-UHFFFAOYSA-N,P05093
[As],RQNWIZPPADIBDY-UHFFFAOYSA-N,P05093
CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,PDMMFKSKQVNJMI-BLQWBTBKSA-N,P05093
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,NHOWDZOIZKMVAI-UHFFFAOYSA-N,P05093
C1=C(C(=CC(=C1Br)Br)Br)OC2=C(C(=C(C=C2Br)Br)Br)Br,ILPSCQCLBHQUEM-UHFFFAOYSA-N,P05093
CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C,DNRJTBAOUJJKDY-UHFFFAOYSA-N,P05093
CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,ONKNPOPIGWHAQC-UHFFFAOYSA-N,P05093
CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,TVLSRXXIMLFWEO-UHFFFAOYSA-N,P05093
C1=CC(=CC=C1C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl)O,IUGDILGOLSSKNE-UHFFFAOYSA-N,P05093
CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC,RIOXQFHNBCKOKP-UHFFFAOYSA-N,P05093
C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O,WXNRYSGJLQFHBR-UHFFFAOYSA-N,P05093
CCCCCCCCC1=CC=C(C=C1)O,NTDQQZYCCIDJRK-UHFFFAOYSA-N,P05093
CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,FMGSKLZLMKYGDP-USOAJAOKSA-N,P05093
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C,AEMFNILZOJDQLW-QAGGRKNESA-N,P05093
CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O,DBPWSSGDRRHUNT-CEGNMAFCSA-N,P05093
C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br,XYBSIYMGXVUVGY-UHFFFAOYSA-N,P05093
C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,AUYYCJSJGJYCDS-LBPRGKRZSA-N,P05093
CC(=O)C1(CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O,JERGUCIJOXJXHF-TVWVXWENSA-N,P05093
CC12CCC(CC1=CCC3C2CCC4(C3CC=C4N5C=NC6=CC=CC=C65)C)O,PAFKTGFSEFKSQG-PAASFTFBSA-N,P05093
C1=CC=C(C=C1)C2=C(C=CC(=C2)O)[N+](=O)[O-],LHJUVPXOXCFLCH-UHFFFAOYSA-N,P05093
CC12CCC3C(C1CC=C2)CC=C4C3(CCC(C4)O)C,QVHPTAJAHUONLV-DYKIIFRCSA-N,P05093
CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C,METQSPRSQINEEU-HXCATZOESA-N,P05093
CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O,QGXBDMJGAMFCBF-HLUDHZFRSA-N,P05093
C1CC(N2C=NC=C2C1)C3=CC=C(C=C3)C#N,CLPFFLWZZBQMAO-UHFFFAOYSA-N,P05093
C1=CC=C(C=C1)C=CC(=O)O,WBYWAXJHAXSJNI-VOTSOKGWSA-N,P05093
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,FFGPTBGBLSHEPO-UHFFFAOYSA-N,P05093
C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,PYZRQGJRPPTADH-UHFFFAOYSA-N,P05093
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,P05093
C1=CC(=C(C=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl,REHONNLQRWTIFF-UHFFFAOYSA-N,P05093
CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC,IPKKHRVROFYTEK-UHFFFAOYSA-N,P05093
CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,KJADKKWYZYXHBB-XBWDGYHZSA-N,P05093
CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,BFPYWIDHMRZLRN-SLHNCBLASA-N,P05093
CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C,FMHHVULEAZTJMA-UHFFFAOYSA-N,P05093
CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,ORNBQBCIOKFOEO-QGVNFLHTSA-N,P05093
CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C,XMRPGKVKISIQBV-BJMCWZGWSA-N,P05093
CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,AURFZBICLPNKBZ-YZRLXODZSA-N,P05093
CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C4CCCN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C6CCCN6C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(C(C)C)NC(=O)C7CCCN7C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC8=CNC9=CC=CC=C98)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CO)N,IDLFZVILOHSSID-OVLDLUHVSA-N,P05093
CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C,SZRPDCCEHVWOJX-UHFFFAOYSA-N,Q02928
CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,XEYBRNLFEZDVAW-ARSRFYASSA-N,Q02928
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,SHGAZHPCJJPHSC-YCNIQYBTSA-N,Q02928
C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O,DXDRHHKMWQZJHT-FPYGCLRLSA-N,Q02928
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,Q02928
CCNC1=NC(=NC(=N1)Cl)NCC,ODCWYMIRDDJXKW-UHFFFAOYSA-N,Q02928
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,SNGREZUHAYWORS-UHFFFAOYSA-N,Q02928
OO,MHAJPDPJQMAIIY-UHFFFAOYSA-N,Q02928
C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C=C(C=C3)O,LJBQRRQTZUJWRC-UHFFFAOYSA-N,Q02928
C(CCC=CCC=CCC=CCC=CCCCC(=O)O)CCO,NNDIXBJHNLFJJP-DTLRTWKJSA-N,Q02928
C1COCCN1C2=C(C=C(C=C2)N=CNO)Cl,ZTXADXBIGLLOFX-UHFFFAOYSA-N,Q02928
C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,VFMMPHCGEFXGIP-UHFFFAOYSA-N,P15538
C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC4=CC=CC=C43,OUGIDAPQYNCXRA-UHFFFAOYSA-N,P15538
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,P15538
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,JWBOIMRXGHLCPP-UHFFFAOYSA-N,P15538
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,P15538
CC12CCC3C(C1CCC2C(=O)CO)CCC4=CC(=O)CCC34C,ZESRJSPZRDMNHY-YFWFAHHUSA-N,P15538
CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O,OHCQJHSOBUTRHG-KGGHGJDLSA-N,P15538
C1=CC=C(C(=C1)C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,ZDYJWDIWLRZXDB-UHFFFAOYSA-N,P15538
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4C(=O)CO)CO,VPJHREHKRNIYDB-TZGXILGRSA-N,P15538
CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C,XWALNWXLMVGSFR-HLXURNFRSA-N,P15538
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C,WHBHBVVOGNECLV-OBQKJFGGSA-N,P15538
