PubchemCTD,CID,CanonicalSMILES,InChIKey
D013442,5342,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,MBGGBVCUIVRRBF-UHFFFAOYSA-N
C031338,6436079,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C,NCYCYZXNIZJOKI-HWCYFHEPSA-N
D009254,8982,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,GPXLMGHLHQJAGZ-JTDSTZFVSA-N
C032201,63051,CCCCC(CCCC)(CCCC)C(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)O,KTCHQTXKNXKRDO-OOQKOAPDSA-N
D013418,5327,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,ASWVTGNCAZCNNR-UHFFFAOYSA-N
C012227,2555,C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N,ZRWWEEVEIOGMMT-UHFFFAOYSA-N
C014953,6505,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,QZCLKYGREBVARF-UHFFFAOYSA-N
C087058,91693,CCCC(CN1C=NC=N1)C2=C(C=C(C=C2)Cl)Cl,WKBPZYKAUNRMKP-UHFFFAOYSA-N
D008618,8271,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,ALARQZQTBTVLJV-UHFFFAOYSA-N
D004132,37123,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,QQQYTWIFVNKMRW-UHFFFAOYSA-N
D016607,15558498,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C(=C1)OC5C4(C=CO5)O,MJBWDEQAUQTVKK-IAGOWNOFSA-N
C477042,9909368,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O,FPUXKXIZEIDQKW-VKMVSBOZSA-N
C037886,160254,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,GVKKJJOMQCNPGB-JTQLQIEISA-N
D013827,5430,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,WJCNZQLZVWNLKY-UHFFFAOYSA-N
C051786,4169,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,WVQBLGZPHOPPFO-UHFFFAOYSA-N
C045463,3899,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,VHOGYURTWQBHIL-UHFFFAOYSA-N
C108338,86367,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,HAORKNGNJCEJBX-UHFFFAOYSA-N
C033148,37517,CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl,ONUFESLQCSAYKA-UHFFFAOYSA-N
C029790,37035,C1=CC(=C(C(=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,RPUMZMSNLZHIGZ-UHFFFAOYSA-N
C009828,37807,C1=CC(=C(C=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,LAHWLEDBADHJGA-UHFFFAOYSA-N
C410127,37036,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,WBHQEUPUMONIKF-UHFFFAOYSA-N
C014024,37034,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,MVWHGTYKUMDIHL-UHFFFAOYSA-N
C041507,13257,CC1=C2C=CC3=CC=CC=C3C2=CC=C1,DOWJXOHBNXRUOD-UHFFFAOYSA-N
C533761,11028658,C1=C(C=C(C(=C1Br)OC2=C(C=C(C=C2Br)Br)Br)Br)Br,HRSCBOSGEKXXSI-UHFFFAOYSA-N
C067940,36188,C1=CC(=C(C=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl,WIDHRBRBACOVOY-UHFFFAOYSA-N
C034020,8418,C1=CC=C2C=C3C=CC=CC3=CC2=C1,MWPLVEDNUUSJAV-UHFFFAOYSA-N
D008044,9502,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,XKJMBINCVNINCA-UHFFFAOYSA-N
C055142,249266,C1=CC=C(C=C1)C2=CC=CC=C2Cl,LAXBNTIAOJWAOP-UHFFFAOYSA-N
C425686,91716,CN(C1=CC=CC=C1)C(=O)COC2=NC3=CC=CC=C3S2,XIGAUIHYSDTJHW-UHFFFAOYSA-N
C109476,107901,C1=CC=C(C(=C1)C2C(O2)(CN3C=NC=N3)C4=CC=C(C=C4)F)Cl,ZMYFCFLJBGAQRS-IAGOWNOFSA-N
C030856,38479,CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],CHIFOSRWCNZCFN-UHFFFAOYSA-N
C446685,6336,CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl,HZJKXKUJVSEEFU-UHFFFAOYSA-N
C076840,71245,CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3,YREQHYQNNWYQCJ-UHFFFAOYSA-N
C025605,6782,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,MGWAVDBGNNKXQV-UHFFFAOYSA-N
C572625,15509892,C1=CC(=C(C=C1Br)Br)OC2=C(C=CC(=C2)Br)Br,QWVDUBDYUPHNHY-UHFFFAOYSA-N
D004010,8268,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,UOAMTSKGCBMZTC-UHFFFAOYSA-N
C033789,43226,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,NHOWDZOIZKMVAI-UHFFFAOYSA-N
C009424,83975,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C,CXBMCYHAMVGWJQ-UHFFFAOYSA-N
C483839,15509899,C1=C(C(=CC(=C1Br)Br)Br)OC2=C(C(=C(C=C2Br)Br)Br)Br,ILPSCQCLBHQUEM-UHFFFAOYSA-N
C517828,155166,C1=C(C(=CC(=C1Br)Br)Br)OC2=CC(=C(C=C2Br)Br)Br,RZXIRSKYBISPGF-UHFFFAOYSA-N
C517827,154083,C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2Br)Br)Br,NSKIRYMHNFTRLR-UHFFFAOYSA-N
C033116,89440,CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C,DNRJTBAOUJJKDY-UHFFFAOYSA-N
C033119,91497,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,ONKNPOPIGWHAQC-UHFFFAOYSA-N
C054919,246598,C1=CC=C(C(=C1)C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,ZDYJWDIWLRZXDB-UHFFFAOYSA-N
C009540,7547,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,ICUTUKXCWQYESQ-UHFFFAOYSA-N
D015085,1480,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,SMYMJHWAQXWPDB-UHFFFAOYSA-N
D006534,15559699,C12C(C(C3C1O3)Cl)C4(C(=C(C2(C4(Cl)Cl)Cl)Cl)Cl)Cl,ZXFXBSWRVIQKOD-UOFFAGTMSA-N
D008525,10631,CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,FRQMUZJSZHZSGN-HBNHAYAOSA-N
C083642,91656,CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O,VGPIBGGRCVEHQZ-UHFFFAOYSA-N
C017435,37175,C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl,PZBPKYOVPCNPJY-UHFFFAOYSA-N
C087114,86102,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,PXMNMQRDXWABCY-UHFFFAOYSA-N
C032910,39385,CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl,WURBVZBTWMNKQT-UHFFFAOYSA-N
C045362,73665,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,TVLSRXXIMLFWEO-UHFFFAOYSA-N
C045950,43234,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,STJLVHWMYQXCPB-UHFFFAOYSA-N
D014112,5284469,C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,OEJNXTAZZBRGDN-UHFFFAOYSA-N
C404910,76302,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl)O,IUGDILGOLSSKNE-UHFFFAOYSA-N
D001542,28780,CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC,RIOXQFHNBCKOKP-UHFFFAOYSA-N
D014260,5564,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,XEFQLINVKFYRCS-UHFFFAOYSA-N
C055492,10090750,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCNC)C3=CC=CC=C3,MHJBZVSGOZTKRH-IZHYLOQSSA-N
C504383,86138,C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,RQDJADAKIFFEKQ-UHFFFAOYSA-N
D007211,139191468,C1=CC=C2C(=C1)C=C(N2)CC3=CC=C(C=C3)C(F)(F)F.C1=CC=C2C(=C1)C=C(N2)CC3=CC=C(C=C3)C(F)(F)F,NNXWVRXROOQQNO-UHFFFAOYSA-N
C015358,7456,COC(=O)C1=CC=C(C=C1)O,LXCFILQKKLGQFO-UHFFFAOYSA-N
C038091,7184,CCCCOC(=O)C1=CC=C(C=C1)O,QFOHBWFCKVYLES-UHFFFAOYSA-N
C006068,7175,CCCOC(=O)C1=CC=C(C=C1)O,QELSKZZBTMNZEB-UHFFFAOYSA-N
C035476,8571,C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O,WXNRYSGJLQFHBR-UHFFFAOYSA-N
C031280,1048,C1=CNN=C1,WTKZEGDFNFYCGP-UHFFFAOYSA-N
C477694,36159,C1=CC(=C(C=C1Br)Br)OC2=CC(=C(C=C2Br)Br)Br,WHPVYXDFIXRKLN-UHFFFAOYSA-N
C000188,2078,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,XCSGPAVHZFQHGE-UHFFFAOYSA-N
D000452,12310947,C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,QBYJBZPUGVGKQQ-SJJAEHHWSA-N
C001870,12313421,C12C(C(C(C1Cl)Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,OCHOKXCPKDPNQU-FLVMBEMLSA-N
C037304,5281873,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,ZXQYGBMAQZUVMI-UNOMPAQXSA-N
D004732,12358480,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,DFBKLUNHFCTMDC-GKRDHZSOSA-N
D007631,299,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,LHHGDZSESBACKH-UHFFFAOYSA-N
C119737,480764,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=C(C=C3)O)C,LPEPZZAVFJPLNZ-SFHVURJKSA-N
C025643,39676,CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C,FSCWZHGZWWDELK-UHFFFAOYSA-N
C080417,15730,CCCCCCCCC1=CC=C(C=C1)O,NTDQQZYCCIDJRK-UHFFFAOYSA-N
D003633,3035,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,UCNVFOCBFJOQAL-UHFFFAOYSA-N
C044563,121948,CC(C)C(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O,IOWMKBFJCNLRTC-XWXSNNQWSA-N
C007997,65094,CC(CCCC(C)(C)O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,INBGSXNNRGWLJU-ZHHJOTBYSA-N
C076996,123976,CC(CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)CO,FYHRJWMENCALJY-YSQMORBQSA-N
C014036,5282360,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4O)O,QOZFCKXEVSGWGS-ZHIYBZGJSA-N
C016601,449459,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,TXUZVZSFRXZGTL-QPLCGJKRSA-N
C105260,8814,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,ISAVYTVYFVQUDY-UHFFFAOYSA-N
C025256,67296,CCCCCCCCCC1=CC=CC=C1O,SNQQPOLDUKLAAF-UHFFFAOYSA-N
C059353,1890,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=CC=C3,SWAJPHCXKPCPQZ-UHFFFAOYSA-N
D010693,4788,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,VGEREEWJJVICBM-UHFFFAOYSA-N
D004221,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,AUZONCFQVSMFAP-UHFFFAOYSA-N
D008748,1674,CC1=C2CCC3=C2C(=CC4=C3C=CC5=CC=CC=C54)C=C1,PPQNQXQZIWHJRB-UHFFFAOYSA-N
D011078,6636,C1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)Cl,SPJOZZSIXXJYBT-UHFFFAOYSA-N
D003687,5881,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,FMGSKLZLMKYGDP-USOAJAOKSA-N
D000735,6128,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C,AEMFNILZOJDQLW-QAGGRKNESA-N
C020175,119086,CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C1C(=O)CO)C,IJLXLZGJDSJGIQ-BILPMHSYSA-N
C056516,60198,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,BFYIZQONLCFLEV-DAELLWKTSA-N
C090450,2187,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,YBBLVLTVTVSKRW-UHFFFAOYSA-N
C086511,6918261,CC12CC(C3C(C1CCC2O)CCC4=C3C=CC(=C4)O)C5=CC=C(C=C5)OCCCCCS(=O)(=O)CCCC(C(F)(F)F)(F)F,SDCUWFRXMLQNCS-LFAPAAFUSA-N
D019326,6238,CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O,DBPWSSGDRRHUNT-CEGNMAFCSA-N
D008777,6010,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,GCKMFJBGXUYNAG-HLXURNFRSA-N
C066851,163659,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,CFCUWKMKBJTWLW-BKHRDMLASA-N
C511295,95170,C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br,XYBSIYMGXVUVGY-UHFFFAOYSA-N
C533760,12110098,C1=CC(=CC=C1OC2=C(C=C(C=C2)Br)Br)Br,UPNBETHEXPIWQX-UHFFFAOYSA-N
C020806,6618,CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br,VEORPZCZECFIRK-UHFFFAOYSA-N
D013974,5819,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,XUIIKFGFIJCVMT-LBPRGKRZSA-N
D014284,5920,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,AUYYCJSJGJYCDS-LBPRGKRZSA-N
D006907,91451,CC(=O)C1(CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O,JERGUCIJOXJXHF-TVWVXWENSA-N
C500627,11188409,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4N5C=NC6=CC=CC=C65)C)O,PAFKTGFSEFKSQG-PAASFTFBSA-N
C494060,44251561,C1=CC=C(C=C1)C2=C(C=CC(=C2)O)[N+](=O)[O-],LHJUVPXOXCFLCH-UHFFFAOYSA-N
C000152,150900,CC12CCC3C(C1CC=C2)CC=C4C3(CCC(C4)O)C,QVHPTAJAHUONLV-DYKIIFRCSA-N
C035144,68873,CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C,METQSPRSQINEEU-HXCATZOESA-N
D000738,5879,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O,QGXBDMJGAMFCBF-HLUDHZFRSA-N
C042509,64970,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4C(=O)CO)CO,VPJHREHKRNIYDB-TZGXILGRSA-N
D008696,6300,CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C,XWALNWXLMVGSFR-HLXURNFRSA-N
D003350,440707,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C,WHBHBVVOGNECLV-OBQKJFGGSA-N
D017316,59693,C1CC(N2C=NC=C2C1)C3=CC=C(C=C3)C#N,CLPFFLWZZBQMAO-UHFFFAOYSA-N
C038135,123712,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C=O)O,XUQWWIFROYJHCU-UKSDXMLSSA-N
C065166,5485193,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C(CN(C2=O)C)C(=O)O.Cl,LSLQGMMMRMDXHN-GEUPQXMHSA-N
C006418,16130978,CC(C)C(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)N3CCCC3C(=O)O)NC(=O)C4CCCN4C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC8=CN=CN8)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C(CO)N.CC(C)C(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)N3CCCC3C(=O)O)NC(=O)C4CCCN4C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC8=CN=CN8)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C(CO)N.OP(=O)([O-])[O-].OP(=O)([O-])[O-].[Zn+2].[Zn+2].[Zn+2],QZPSPKNRKXWDQH-HCKIHNDZSA-J
C027226,1719,C1=CC(=CC=C1CS(=O)(=O)F)C(=N)N,PMHUSCHKTSTQEP-UHFFFAOYSA-N
C009408,21013,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,RULKYXXCCZZKDZ-UHFFFAOYSA-N
C003763,11641,C=CBr,INLLPKCGLOXCIV-UHFFFAOYSA-N
C118009,7832,C=CC1CCC2C(C1)O2,SLJFKNONPLNAPF-UHFFFAOYSA-N
C068320,15586,CC(F)(Cl)Cl,FRCHKSNAZZFGCA-UHFFFAOYSA-N
C013229,12753,C1=CC=[N+](C=C1)[O-],ILVXOBCQQYKLDS-UHFFFAOYSA-N
C026133,5281571,C1=CC(=O)C(=C2C(=C1)C=C(C(=C2O)O)O)O,WDGFFVCWBZVLCE-UHFFFAOYSA-N
C028255,7859,C#CCO,TVDSBUOJIPERQY-UHFFFAOYSA-N
C076159,12018,C(C(CCl)Cl)O,ZXCYIJGIGSDJQQ-UHFFFAOYSA-N
C063006,13129,C(C(F)(F)F)F,LVGUZGTVOIAKKC-UHFFFAOYSA-N
C104935,3025899,C=CCSC1=NC=CN=C1,ZYBMMXTUPCNGBL-UHFFFAOYSA-N
C017510,25418,CCN(C)N=O,RTDCJKARQCRONF-UHFFFAOYSA-N
C512196,503737,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O,DEMKZLAVQYISIA-ZRWXNEIDSA-N
C547130,642159,CCC(C)C#N,RCEJCSULJQNRQQ-YFKPBYRVSA-N
C072959,17822,C(C(F)(F)F)(F)Cl,BOUGCJDAQLKBQH-UHFFFAOYSA-N
C022246,6559,CC(C)C#N,LRDFRRGEGBBSRN-UHFFFAOYSA-N
C055986,6439528,CC(CCCC=CCC=CCC=CCC=CCCCC(=O)O)O,XFUXZHQUWPFWPR-MRYWSNOQSA-N
C045858,160337,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.[Fe],VVMRAHJVSUNRDP-MCDZGGTQSA-N
C025475,10898,C(CBr)O,LDLCZOVUSADOIV-UHFFFAOYSA-N
C056693,13619,C1=C(C=C(C(=C1O)Cl)Cl)Cl,WWGQHTJIFOQAOC-UHFFFAOYSA-N
C043384,12665,C1CCNC(=O)C1,XUWHAWMETYGRKB-UHFFFAOYSA-N
C015660,8009,C=CCC#N,SJNALLRHIVGIBI-UHFFFAOYSA-N
C098009,148185,CC1=CSC(=N1)NC(=O)C(=C2SCS2)C(=O)OC(C)C,WOUUWUGULFOVHG-UHFFFAOYSA-N
C028491,7896,CC(CCO)O,PUPZLCDOIYMWBV-UHFFFAOYSA-N
C014129,14223,C(CO)N(CCO)N=O,YFCDLVPYFMHRQZ-UHFFFAOYSA-N
C037738,81595,C1=CC=C(C=C1)N2C=CN=C2,SEULWJSKCVACTH-UHFFFAOYSA-N
D004114,3081,CC1(C(=O)NC(=O)O1)C,JYJFNDQBESEHJQ-UHFFFAOYSA-N
C039673,13636,C1=C(C(=C(C(=C1Cl)Cl)O)Cl)Cl,KEWNKZNZRIAIAK-UHFFFAOYSA-N
C540005,688586,COC1=CC2=C(C=C1)C(=CC(=O)O2)C(F)(F)F,HAZHUELNIGDYQH-UHFFFAOYSA-N
C017299,35703,CCOC1=CC2=C(C=C1)C=CC(=O)O2,LIFAQMGORKPVDH-UHFFFAOYSA-N
C039289,2734,C1=C2C(=CC(=C1Cl)O)OC(=O)N2,AGLXDWOTVQZHIQ-UHFFFAOYSA-N
C418563,6398764,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OCOC(=O)OC(C)C.C(=CC(=O)O)C(=O)O,VCMJCVGFSROFHV-WZGZYPNHSA-N
C021636,54680085,C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O,OWNRRUFOJXFKCU-UHFFFAOYSA-N
D022882,5789,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,IQFYYKKMVGJFEH-XLPZGREQSA-N
C024370,13586,C=CC1CO1,GXBYFVGCMPJVJX-UHFFFAOYSA-N
D008737,6327,CCl,NEHMKBQYUWJMIP-UHFFFAOYSA-N
C053003,2723735,CC(=O)NC(CSC1=CC=CC=C1)C(=O)O,CICOZWHZVMOPJS-JTQLQIEISA-N
C018673,7270,C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,JHBKHLUZVFWLAG-UHFFFAOYSA-N
C482258,5281801,C1=CC(=C(C=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O)O,IOYHCQBYQJQBSK-UHFFFAOYSA-N
D013805,5429,CN1C=NC2=C1C(=O)NC(=O)N2C,YAPQBXQYLJRXSA-UHFFFAOYSA-N
C077207,66282,CSCC=C,NVLPQIPTCCLBEU-UHFFFAOYSA-N
C073972,11645,C[Hg]C,ATZBPOVXVPIOMR-UHFFFAOYSA-N
C448623,194391,CC(=O)OC1CN(C(=O)C=C1)C(=O)CCC2=CC=CC=C2,JLNNQCUATONMIT-UHFFFAOYSA-N
C105196,16130199,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(=O)N)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CC7=CC=CC=C7)C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC8=CN=CN8)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C,PEASPLKKXBYDKL-FXEVSJAOSA-N
C033020,1367,C1=CC=C2C(=C1)N=NN2N,JCXKHYLLVKZPKE-UHFFFAOYSA-N
C468271,13643,CN(CC1=CC=CC=C1)N=O,NGXUJKBJBFLCAR-UHFFFAOYSA-N
C016829,6339,C=CF,XUCNUKMRBVNAPB-UHFFFAOYSA-N
C004765,6564,CC(CCl)Cl,KNKRKFALVUDBJE-UHFFFAOYSA-N
C013733,7499,C=CC1CCC=CC1,BBDKZWKEPDTENS-UHFFFAOYSA-N
D004977,14052,CCC(CO)NCCNC(CC)CO,AEUTYOVWOVBAKS-UWVGGRQHSA-N
C116917,34755,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,MEFKEPWMEQBLKI-AIRLBKTGSA-N
C015977,5287477,C(=CC=O)C=O,JGEMYUOFGVHXKV-OWOJBTEDSA-N
C501196,6365,CC(Cl)Cl,SCYULBFZEHDVBN-UHFFFAOYSA-N
C087894,8118,CCCSCCC,ZERULLAPCVRMCO-UHFFFAOYSA-N
C041288,12377,CCCSSCCC,ALVPFGSHPUPROW-UHFFFAOYSA-N
C026114,7237,CC1=CC=CC=C1C,CTQNGGLPUBDAKN-UHFFFAOYSA-N
C031286,7809,CC1=CC=C(C=C1)C,URLKBWYHVLBVBO-UHFFFAOYSA-N
